2025-02-24 02:58:40,924 - INFO - Using device: cuda
2025-02-24 05:59:25,020 - INFO - cuda | Epoch : 780 | score : 1026.300000 | loss : 748.14 | stage : 1 | time spent: 137.907659
2025-02-24 06:01:11,485 - INFO - cuda | Epoch : 790 | score : 906.600000 | loss : 589.54 | stage : 1 | time spent: 106.464944
2025-02-24 06:03:38,030 - INFO - cuda | Epoch : 800 | score : 882.400000 | loss : 784.50 | stage : 1 | time spent: 146.547189
2025-02-24 06:06:28,887 - INFO - cuda | Epoch : 810 | score : 778.200000 | loss : 941.85 | stage : 1 | time spent: 170.857176
2025-02-24 06:08:05,045 - INFO - cuda | Epoch : 820 | score : 1215.800000 | loss : 553.51 | stage : 1 | time spent: 96.155133
2025-02-24 06:12:12,801 - INFO - cuda | Epoch : 830 | score : 1197.000000 | loss : 1063.62 | stage : 1 | time spent: 247.759194
2025-02-24 06:18:42,364 - INFO - cuda | Epoch : 840 | score : 1022.600000 | loss : 1560.04 | stage : 1 | time spent: 389.566797
2025-02-24 06:22:26,579 - INFO - cuda | Epoch : 850 | score : 839.700000 | loss : 827.78 | stage : 1 | time spent: 224.210141
2025-02-24 06:23:51,680 - INFO - cuda | Epoch : 860 | score : 898.100000 | loss : 353.82 | stage : 1 | time spent: 85.102838
2025-02-24 06:28:17,645 - INFO - cuda | Epoch : 870 | score : 794.400000 | loss : 1028.28 | stage : 1 | time spent: 265.965529
2025-02-24 06:35:33,807 - INFO - cuda | Epoch : 880 | score : 1090.200000 | loss : 1787.56 | stage : 1 | time spent: 436.160774
2025-02-24 06:37:47,292 - INFO - cuda | Epoch : 890 | score : 1066.500000 | loss : 544.46 | stage : 1 | time spent: 133.487429
2025-02-24 06:43:55,652 - INFO - cuda | Epoch : 900 | score : 974.600000 | loss : 1539.67 | stage : 1 | time spent: 368.356445
2025-02-24 06:51:54,779 - INFO - cuda | Epoch : 910 | score : 985.000000 | loss : 2203.13 | stage : 1 | time spent: 479.128289
2025-02-24 06:56:56,876 - INFO - cuda | Epoch : 920 | score : 741.600000 | loss : 1387.70 | stage : 1 | time spent: 302.099445
2025-02-24 07:01:19,928 - INFO - cuda | Epoch : 930 | score : 969.800000 | loss : 1198.45 | stage : 1 | time spent: 263.050384
2025-02-24 07:05:27,979 - INFO - cuda | Epoch : 940 | score : 1004.200000 | loss : 1091.80 | stage : 1 | time spent: 248.063049
2025-02-24 07:10:34,195 - INFO - cuda | Epoch : 950 | score : 861.400000 | loss : 1160.58 | stage : 1 | time spent: 306.203802
2025-02-24 07:16:50,945 - INFO - cuda | Epoch : 960 | score : 1015.700000 | loss : 1372.79 | stage : 1 | time spent: 376.751594
2025-02-24 07:20:57,325 - INFO - cuda | Epoch : 970 | score : 816.900000 | loss : 854.77 | stage : 1 | time spent: 246.377351
2025-02-24 07:26:01,359 - INFO - cuda | Epoch : 980 | score : 881.100000 | loss : 997.62 | stage : 1 | time spent: 304.033013
2025-02-24 07:28:04,288 - INFO - cuda | Epoch : 990 | score : 908.600000 | loss : 378.39 | stage : 1 | time spent: 122.927712
2025-02-24 07:31:28,824 - INFO - cuda | Epoch : 1000 | score : 892.000000 | loss : 667.07 | stage : 1 | time spent: 204.541139
2025-02-24 07:35:47,607 - INFO - cuda | Epoch : 1010 | score : 1179.700000 | loss : 833.52 | stage : 1 | time spent: 258.780242
2025-02-24 07:39:01,276 - INFO - cuda | Epoch : 1020 | score : 805.200000 | loss : 580.52 | stage : 1 | time spent: 193.669488
2025-02-24 07:41:00,158 - INFO - cuda | Epoch : 1030 | score : 1028.600000 | loss : 336.08 | stage : 1 | time spent: 118.880939
2025-02-24 07:48:16,952 - INFO - cuda | Epoch : 1040 | score : 901.800000 | loss : 1391.94 | stage : 1 | time spent: 436.792887
2025-02-24 07:49:58,604 - INFO - cuda | Epoch : 1050 | score : 1102.400000 | loss : 428.64 | stage : 1 | time spent: 101.652556
